id,airport_ref,airport_ident,length_ft,width_ft,surface,lighted,closed,le_ident,le_latitude_deg,le_longitude_deg,le_elevation_ft,le_heading_degT,le_displaced_threshold_ft,he_ident,he_latitude_deg,he_longitude_deg,he_elevation_ft,he_heading_degT,he_displaced_threshold_ft
238964,3249,HSSK,9751,148,Asphalt,1,0,18,15.602999687194824,32.553001403808594,1265,177,,36,15.576000213623047,32.55329895019531,1260,357,
239367,3251,HTDA,9843,151,ASP,1,0,05,-6.88286018371582,39.19779968261719,173,45,,23,-6.863719940185547,39.21699905395508,161,225,
239368,3251,HTDA,3280,98,ASP,0,0,14,-6.873589992523193,39.197898864746094,182,135,,32,-6.88001012802124,39.20429992675781,169,315,
239371,3254,HTKJ,11811,148,ASP,1,0,09,-3.43016,37.0583,2932,87,,27,-3.42875,37.090698,2902,267,
239361,3257,HTMW,10212,148,ASP,1,0,12,-2.438230037689209,32.920101165771484,3730,116,300,30,-2.450740098953247,32.9452018737793,3763,296,
239362,3260,HTZA,9915,148,ASP,1,0,18,-6.21097993850708,39.22380065917969,54,174,,36,-6.233069896697998,39.22600173950195,51,354,
239374,3263,HUEN,7900,150,ASP,0,0,12,0.05122800171375275,32.4390983581543,3778,121,,30,0.039806000888347626,32.45790100097656,3752,301,
239375,3263,HUEN,12000,150,ASP,1,0,17,0.05559699982404709,32.4359016418457,3780,171,,35,0.02291399985551834,32.44110107421875,3745,351,
530534,342093,IN-0276,12139,148,ASP,1,0,08,18.9824,73.0479,32,82,,26,18.98684,73.0827,30,262,
530535,342093,IN-0276,12139,197,ASP,1,0,08R,,,,,,26L,,,,,
609284,597786,IN-0392,12975,148,ASPH,1,0,10,28.183466,77.592438,653,102,,28,28.176308,77.631302,650,282,
253207,16091,KABQ,10000,150,CONC-G,0,0,03,35.02220153808594,-106.63099670410156,5305,45,,21,35.04169845581055,-106.60700225830078,5316,225,
253208,16091,KABQ,13793,150,CONC-G,0,0,08,35.0443000793457,-106.62200164794922,5315,90,,26,35.04410171508789,-106.57599639892578,5355,270,
253209,16091,KABQ,6000,150,CONC-G,0,0,12,35.04349899291992,-106.62100219726562,5312,129,,30,35.033199310302734,-106.6050033569336,5314,309,
253210,16091,KABQ,10000,150,ASPH-CONC-F,0,1,17,35.057701,-106.611,5321,183,,35,35.0303,-106.612999,5314,3,
245818,3371,KALB,8500,150,ASP,1,0,01,42.737202,-73.804298,285,358,,19,42.756901,-73.805099,279,178,
245819,3371,KALB,7200,150,ASP,1,0,10,42.74919891357422,-73.81210327148438,277,88,,28,42.74980163574219,-73.7853012084961,278,268,1201
243551,3384,KATL,9000,150,CON,1,0,08L,33.64950180053711,-84.43900299072266,1015,90,,26R,33.64950180053711,-84.40950012207031,990,270,
243550,3384,KATL,9999,150,CON,1,0,08R,33.64680099,-84.43840027,1024,90,,26L,33.64680099,-84.40550232,995,270,
243553,3384,KATL,12390,150,CON,1,0,09L,33.63470078,-84.44799805,1019,90,,27R,33.63470078,-84.4088974,978,270,
243552,3384,KATL,9000,150,CON,1,0,09R,33.63180161,-84.44799805,1026,90,,27L,33.63180161,-84.41840363,985,270,
243554,3384,KATL,9000,150,CON,1,0,10,33.62030029296875,-84.4478988647461,1000,90,,28,33.62030029296875,-84.41829681396484,998,270,
243456,3386,KAUS,9000,150,CON,1,0,18L,30.2038,-97.657898,492,179,,36R,30.1791,-97.657204,474,359,
243455,3386,KAUS,12250,150,CON,1,0,18R,30.2136,-97.679398,542,179,,36L,30.179899,-97.678497,488,359,
245311,3396,KBDL,9510,200,ASP,1,0,06,41.931999,-72.696602,173,44,,24,41.950699,-72.672096,161,224,
245310,3396,KBDL,5145,100,ASP,0,1,1,41.931301,-72.679604,171,359,,19,41.9454,-72.679901,169,179,
245312,3396,KBDL,6847,150,ASP,1,0,15,41.94240188598633,-72.69329833984375,169,135,,33,41.929298400878906,-72.67530059814453,168,315,
245127,3406,KBHM,12007,150,ASP,1,0,06,33.554798,-86.771599,603,55,,24,33.5704,-86.744499,621,235,1205
245128,3406,KBHM,7099,150,ASP,1,0,18,33.5732,-86.7472,644,180,,36,33.553699,-86.7472,633,360,
243616,3420,KBNA,8001,150,CON,1,0,02C,36.10329818725586,-86.68800354003906,569,18,455,20C,36.12419891357422,-86.67960357666016,572,198,
243618,3420,KBNA,7704,150,CON,1,0,02L,36.11769867,-86.68650055,599,17.6,,20R,36.13779831,-86.6785965,555,197.6,
243617,3420,KBNA,8001,150,CON,1,0,02R,36.11270142,-86.66760254,590,18,,20L,36.13359833,-86.65930176,540,198,
243619,3420,KBNA,11030,150,ASP,1,0,13,36.141300201416016,-86.69539642333984,543,133.3,801,31,36.12049865722656,-86.66819763183594,577,313.3,741
241006,3421,KBOI,5000,75,ASP,0,1,09,43.54180145263672,-116.20800018310547,2884,105,,27,43.53820037841797,-116.19000244140625,2919,285,
241008,3421,KBOI,10000,150,ASP,1,0,10L,43.5702018737793,-116.23699951171875,2831,115.1,,28R,43.55860137939453,-116.2030029296875,2871,295.1,
241007,3421,KBOI,9763,150,ASP,1,0,10R,43.56999969482422,-116.24299621582031,2824,115.1,,28L,43.55870056152344,-116.20899963378906,2858,295.1,
240222,3422,KBOS,7864,150,ASP,1,0,04L,42.357997,-71.014344,14,20,,22R,42.378322,-71.004511,15,200,825
240221,3422,KBOS,10006,150,ASP,1,0,04R,42.351064,-71.011801,18,20,1154,22L,42.376923,-70.999288,16,200,1200
240223,3422,KBOS,7001,150,ASP,1,0,09,42.35580063,-71.01290131,17,77,,27,42.36019897,-70.98770142,15,257,
250377,3422,KBOS,5000,100,ASPH-G,0,0,14,42.35660171508789,-71.02330017089844,17,125,,32,42.34859848022461,-71.0082015991211,20,305,
240225,3422,KBOS,2557,100,ASP,1,0,15L,42.373600006103516,-71.00910186767578,15,135,,33R,42.36859893798828,-71.00250244140625,14,315,
240224,3422,KBOS,10083,150,ASP,1,0,15R,42.374298095703125,-71.01789855957031,17,135,880,33L,42.35459899902344,-70.9916000366211,15,315,
245233,3431,KBUF,8829,150,ASP,1,0,05,42.93119812,-78.74169922,679,43.8,324,23,42.94720078,-78.72070313,721,223.8,
245234,3431,KBUF,7161,150,ASP,1,0,14,42.9468994140625,-78.74169921875,698,126.8,320,32,42.93519973754883,-78.72019958496094,709,306.8,720
243001,3432,KBUR,5802,150,ASP,1,0,08,34.197918,-118.369165,727,91,,26,34.197654,-118.349982,697,271,
243002,3432,KBUR,6886,150,ASP,1,0,15,34.212342,-118.360479,768,167,909,33,34.193908,-118.355392,698,347,350
245650,3435,KBWI,6000,150,ASP,1,1,04,39.166901,-76.671402,146,33,,22,39.180698,-76.659798,138,213,
245651,3435,KBWI,10503,150,ASP,1,0,10,39.17470169,-76.68959808,141,94.2,550,28,39.17259979,-76.65270233,129,274.2,
245653,3435,KBWI,5000,100,ASP,1,0,15L,39.187400817871094,-76.66349792480469,142,144.2,,33R,39.17620086669922,-76.6531982421875,114,324.2,
245652,3435,KBWI,9501,150,ASP,1,0,15R,39.18539810180664,-76.68199920654297,139,144.2,,33L,39.16419982910156,-76.66239929199219,129,324.2,
245051,3450,KCHS,7000,150,ASP,1,0,03,32.88479996,-80.04560089,21,24.4,,21,32.90230179,-80.03620148,41,204.4,
245052,3450,KCHS,9001,150,CON,1,0,15,32.9129982,-80.04810333,43,147.4,,33,32.89220047,-80.03230286,39,327.4,
240929,3454,KCLE,7096,150,CON,1,1,06C,41.404598236083984,-81.86150360107422,770,50,,24C,41.41709899902344,-81.8416976928711,784,230,
240932,3454,KCLE,6018,150,concrete,1,0,10,41.417024,-81.854233,762,93,,28,41.416071,-81.832369,791,273,
240931,3454,KCLE,9000,150,CON,1,0,6L,41.399887,-81.873479,770,50,,24R,41.415762,-81.848396,780,230,
240930,3454,KCLE,9953,150,CON,1,0,6R,41.401156,-81.864447,767,50,,24L,41.415312,-81.842067,786,230,
245926,3457,KCLT,7502,150,PEM,1,1,05,35.209099,-80.949699,706,49,,23,35.2225,-80.931396,747,229,
248058,3457,KCLT,10000,150,CONC-F,0,0,18C,35.22710037231445,-80.9531021118164,742,176,,36C,35.20029830932617,-80.95079803466797,692,356,
245928,3457,KCLT,8676,150,PEM,1,0,18L,35.22439956665039,-80.93609619140625,746,176,,36R,35.20119857788086,-80.93409729003906,724,356,
245927,3457,KCLT,9000,150,CON,1,0,18R,35.22499847,-80.9673996,742,176,,36L,35.20090103,-80.96530151,693,356,
244547,3458,KCMH,8000,150,ASP,1,0,10L,40.00320053100586,-82.90760040283203,815,94.2,,28R,40.0015983581543,-82.87920379638672,812,274.2,
244546,3458,KCMH,10114,150,ASP,1,0,10R,39.99560165,-82.9088974,803,94.2,,28L,39.99349976,-82.87290192,814,274.2,
245222,3463,KCOS,8272,150,ASP,1,0,12,38.8232,-104.714996,6173,135,,30,38.807098,-104.695,6135,315,355
245224,3463,KCOS,13500,150,CON,1,0,17L,38.81610107,-104.685997,6187,180,,35R,38.77899933,-104.685997,6103,,
245223,3463,KCOS,11022,150,ASP,1,0,17R,38.824100494384766,-104.71600341796875,6177,180.1,,35L,38.793800354003906,-104.71600341796875,6045,0.1,
240940,3471,KCVG,12001,150,PEM,1,0,09,39.04639816,-84.69509888,883,90,,27,39.04629898,-84.65280151,875,270,
240941,3471,KCVG,11000,150,PEM,1,0,18C,39.064701080322266,-84.6686019897461,875,180,,36C,39.03450012207031,-84.668701171875,841,360,
240943,3471,KCVG,10000,150,CON,1,0,18L,39.05590057373047,-84.64669799804688,886,180,,36R,39.02840042114258,-84.64679718017578,896,360,
240942,3471,KCVG,8000,150,CON,1,0,18R,39.070899963378906,-84.68370056152344,866,180.2,,36L,39.04890060424805,-84.68379974365234,873,0.2,
241143,3479,KDAL,7752,150,CON,1,0,13L,32.8572998046875,-96.85679626464844,477,135.6,,31R,32.84199905395508,-96.83910369873047,487,315.6,
241142,3479,KDAL,8800,150,CON,1,0,13R,32.85129928588867,-96.8635025024414,476,135.6,490,31L,32.83399963378906,-96.84339904785156,476,315.6,
241144,3479,KDAL,6147,150,ASP,0,1,18,32.858699798583984,-96.85320281982422,480,186,,36,32.841800689697266,-96.8551025390625,482,6,
241380,3483,KDCA,7169,150,ASP,1,0,01,38.84239959716797,-77.03679656982422,12,356,,19,38.86119842529297,-77.0386962890625,13,176,
241381,3483,KDCA,5000,150,ASP,1,0,04,38.84230041503906,-77.04080200195312,13,26,,22,38.854400634765625,-77.0333023071289,11,206,
241382,3483,KDCA,5204,150,ASP,1,0,15,38.861698150634766,-77.0438003540039,15,142.7,,33,38.85029983520508,-77.03269958496094,11,322.7,
244458,3486,KDEN,12000,150,CON,1,0,07,39.84090042114258,-104.72699737548828,5347,90.5,,25,39.8406982421875,-104.68399810791016,5352,270.5,
244459,3486,KDEN,12000,150,CON,1,0,08,39.877601623535156,-104.66200256347656,5351,90.5,,26,39.877201080322266,-104.61900329589844,5291,270.5,
244461,3486,KDEN,12000,150,CON,1,0,16L,39.89699935913086,-104.68699645996094,5347,180.5,,34R,39.86410140991211,-104.68699645996094,5351,0.5,
244460,3486,KDEN,16000,200,CON,1,0,16R,39.89580154418945,-104.69599914550781,5319,180.5,,34L,39.851898193359375,-104.6969985961914,5324,0.5,
244463,3486,KDEN,12000,150,CON,1,0,17L,39.8650016784668,-104.64099884033203,5325,180.5,,35R,39.832000732421875,-104.64199829101562,5367,0.5,
244462,3486,KDEN,12000,150,CON,1,0,17R,39.86119842529297,-104.66000366210938,5374,180.5,,35L,39.82830047607422,-104.66100311279297,5431,0.5,
243410,3488,KDFW,9000,200,CON,1,0,13L,32.912601470947266,-97.02149963378906,550,135.3,625,31R,32.89500045776367,-97.00080108642578,508,315.3,
243409,3488,KDFW,9300,150,CON,1,0,13R,32.9095993,-97.08309937,591,139,,31L,32.89030075,-97.06330109,577,319,
243411,3488,KDFW,13400,150,CON,1,0,17C,32.91569901,-97.02600098,562,180.3,,35C,32.87889862,-97.02619934,562,0.3,
243413,3488,KDFW,8500,150,CON,1,0,17L,32.89830017089844,-97.00980377197266,524,180.3,,35R,32.875,-97.00990295410156,575,0.3,
243412,3488,KDFW,13400,200,CON,1,0,17R,32.91569901,-97.0298996,567,180.3,,35L,32.87889862,-97.03009796,563,0.3,
243415,3488,KDFW,13401,200,CON,1,0,18L,32.91579819,-97.05069733,602,180.2,,36R,32.87900162,-97.05090332,575,0.2,
243414,3488,KDFW,13400,150,CON,1,0,18R,32.91579818725586,-97.05460357666016,607,180.3,,36L,32.87900161743164,-97.05480194091797,582,0.3,
244170,3496,KDSM,9004,150,ASP,1,0,05,41.52339935,-93.67710114,916,54,,23,41.53789902,-93.65059662,935,234,
244171,3496,KDSM,9001,150,ASP,1,0,13,41.54560089111328,-93.67449951171875,912,132,,31,41.52899932861328,-93.65019989013672,958,312,
243014,3497,KDTW,8501,150,PEM,1,0,03L,42.20780182,-83.35119629,636,29,,21R,42.22829819,-83.33609772,632,209,
243013,3497,KDTW,10001,150,CON,1,0,03R,42.19559860229492,-83.35179901123047,633,29,,21L,42.21969985961914,-83.33409881591797,632,209,
243016,3497,KDTW,10000,150,CON,1,0,04L,42.20220184326172,-83.38400268554688,645,28.7,,22R,42.226200103759766,-83.36630249023438,642,208.7,
243015,3497,KDTW,12003,200,CON,1,0,04R,42.202301025390625,-83.37129974365234,637,29,,22L,42.231201171875,-83.3499984741211,636,209,
243018,3497,KDTW,8708,150,PEM,1,0,09L,42.21699905,-83.36319733,638,89,,27R,42.21749878,-83.33100128,635,269,
243017,3497,KDTW,8500,150,CON,1,0,09R,42.19900131225586,-83.36170196533203,636,89,,27L,42.199501037597656,-83.33039855957031,629,269,
241949,3512,KELP,12020,150,ASP,1,0,04,31.80150032043457,-106.4000015258789,3917,50,,22,31.822799682617188,-106.37000274658203,3945,230,
241951,3512,KELP,5499,75,ASP,1,0,08L,31.8057003,-106.3700027,3952,88.3,,26R,31.80620003,-106.3519974,3949,268.3,
241950,3512,KELP,9025,150,ASP,1,0,08R,31.802200317382812,-106.39199829101562,3925,93.3,,26L,31.800800323486328,-106.36299896240234,3958,273.3,
240989,3521,KEWR,6725,150,ASP,1,0,11,40.702815,-74.180748,18,95,,29,40.701203,-74.156502,10,275,235
240988,3521,KEWR,11000,150,ASP,1,0,4L,40.675392,-74.179456,10,26,2543,22R,40.70257,-74.16217,10,206,1423
240987,3521,KEWR,9999,150,ASP,1,0,4R,40.677588,-74.174253,11,26,1190,22L,40.702299,-74.158539,10,206,1800
243596,3524,KFAT,9539,150,ASP,1,0,11L,36.78350067,-119.7289963,333,125.4,,29R,36.76879883,-119.7040024,333,305.4,
243595,3524,KFAT,8008,150,ASP,1,0,11R,36.782001,-119.730003,331,125,,29L,36.7705,-119.709999,330,305,
241503,3531,KFLL,9000,150,ASP,1,0,10L,26.076900482177734,-80.16649627685547,6,90,577,28R,26.076799392700195,-80.13909912109375,5,270,604
241502,3531,KFLL,8000,150,ASP,1,0,10R,26.065885543823242,-80.1583480834961,10,90,,28L,26.06574249267578,-80.13398742675781,65,270,
240665,3552,KGEG,11002,150,ASP,1,0,03,47.613899,-117.543999,2385,45,,21,47.631199,-117.517998,2322,225,
240666,3552,KGEG,8199,150,ASP,1,0,08,47.617001,-117.553001,2376,90,,26,47.616798,-117.519997,2372,270,
243568,3566,KGRR,5001,100,CON,1,0,08L,42.88880157,-85.54019928,786,81.3,,26R,42.89089966,-85.52179718,784,261.3,
243567,3566,KGRR,10001,150,CON,1,0,08R,42.87659836,-85.54219818,792,81.3,,26L,42.88079834,-85.50530243,790,261.3,
243569,3566,KGRR,8501,150,CON,1,0,17,42.88949966430664,-85.51930236816406,782,171.3,,35,42.86650085449219,-85.5145034790039,789,351.3,
244086,3568,KGSO,9000,150,ASPH,1,0,05L,36.099300384521484,-79.95909881591797,916,46,,23R,36.11640167236328,-79.93710327148438,856,226,
256636,3568,KGSO,10001,150,PEM,1,0,05R,36.091099,-79.944702,900,46,,23L,36.1101,-79.920303,886,226,
244087,3568,KGSO,6380,150,ASP,1,0,14,36.0994987487793,-79.95240020751953,926,135.1,,32,36.087100982666016,-79.93720245361328,900,315.1,
573980,339963,KH-0001,10498,148,concrete,0,0,03,,,,,,21,,,,,
600468,342098,KH-0002,13123,197,CON,1,0,05,11.3478,104.9078,,47,,23,11.3723,104.9347,,227,
242042,3588,KHOU,7602,150,CON,1,0,04,29.63909912109375,-95.2853012084961,42,44,,22,29.654199600219727,-95.2686996459961,39,224,
242044,3588,KHOU,5148,100,CON,1,0,13L,29.652599,-95.283897,45,134,,31R,29.642799,-95.272202,40,314,
242043,3588,KHOU,7602,150,ASP,1,0,13R,29.6509,-95.2855,46,134,1034,31L,29.6364,-95.268303,42,314,200
242045,3588,KHOU,6000,150,PEM,1,1,17,29.652399,-95.284698,45,179,,35,29.6359,-95.284302,43,359,
250849,3602,KIAD,11500,150,CONC-G,1,0,01C,38.93909836,-77.45980072,286,1,,19C,38.97060013,-77.45929718,269,181,
243968,3602,KIAD,9400,150,CON,1,0,01L,38.945,-77.47482,286,1,,19R,38.97078,-77.47445,269,181,
243967,3602,KIAD,11500,150,CON,1,0,01R,38.92380142211914,-77.4364013671875,312,0.7,,19L,38.955299377441406,-77.43599700927734,293,180.7,
243969,3602,KIAD,10501,150,CON,1,0,12,38.94380187988281,-77.49040222167969,310,110.6,,30,38.93360137939453,-77.45590209960938,288,290.6,
241822,3604,KIAH,9000,150,CON,1,0,08L,30.007200241088867,-95.35880279541016,92,89.9,,26R,30.007200241088867,-95.33039855957031,95,269.9,
241821,3604,KIAH,9402,150,CON,1,0,08R,29.99340057373047,-95.3550033569336,95,89.9,,26L,29.99340057373047,-95.32530212402344,92,269.9,
241823,3604,KIAH,10000,150,ASP,1,0,09,29.97760009765625,-95.33409881591797,91,90,,27,29.97760009765625,-95.30249786376953,84,270,
241825,3604,KIAH,12001,150,CON,1,0,15L,29.987899780273438,-95.35790252685547,97,152,,33R,29.958799362182617,-95.33999633789062,86,332,
241824,3604,KIAH,10000,150,CON,1,0,15R,29.9878006,-95.36139679,95,152,,33L,29.96349907,-95.34649658,88,332,
242275,3610,KIND,11200,150,CON,1,0,05L,39.70640182495117,-86.32080078125,738,44.5,,23R,39.72829818725586,-86.29290008544922,783,224.5,
242274,3610,KIND,10000,150,CON,1,0,05R,39.700199127197266,-86.30439758300781,789,44.6,,23L,39.71979904174805,-86.27950286865234,788,224.6,
242276,3610,KIND,7278,150,ASP,1,0,14,39.73419952,-86.2888031,788,134.6,,32,39.71960068,-86.26959991,781,314.6,
243903,3620,KJAX,10000,150,CON,1,0,08,30.496200561523438,-81.69999694824219,29,71,,26,30.505399703979492,-81.66999816894531,26,251,
243904,3620,KJAX,7701,150,CON,1,0,14,30.49220085144043,-81.70079803466797,27,131,,32,30.4783992767334,-81.68229675292969,24,311,
244968,3622,KJFK,12079,200,PEM,1,0,04L,40.622002,-73.785599,12,31,463,22R,40.6488,-73.764702,13,211,2696
244967,3622,KJFK,8400,200,ASP,1,0,04R,40.62540054321289,-73.77030181884766,13,30.6,,22L,40.645198822021484,-73.75489807128906,13,210.6,
244970,3622,KJFK,10000,200,PEM,1,0,13L,40.657799,-73.790199,13,121,905,31R,40.6437,-73.7593,13,301,1030
244969,3622,KJFK,14511,200,PEM,1,0,13R,40.648399,-73.816704,13,121,2043,31L,40.627899,-73.771599,13,301,3263
245934,3631,KLAS,9770,150,CON,1,0,01L,36.07529831,-115.1699982,2176,25,587,19R,36.09769821,-115.1579971,2083,205,
245933,3631,KLAS,9769,150,ASP,1,0,01R,36.074167,-115.1675,2170,25,491,19L,36.0985,-115.1535,2080,205,
245936,3631,KLAS,14835,150,ASP,1,0,08L,36.076333,-115.171333,2155,90,2139,26R,36.076333,-115.121,2044,270,
245935,3631,KLAS,10526,150,ASP,1,0,08R,36.07360076904297,-115.16100311279297,2157,90,,26L,36.073699951171875,-115.1259994506836,2048,270,
240920,3632,KLAX,8926,150,CON,1,0,6L,33.949119,-118.431187,112,83,,24R,33.952112,-118.401954,117,263,
240919,3632,KLAX,10859,150,CON,1,0,6R,33.94682,-118.434693,108,83,530,24L,33.95047,-118.399063,111,263,800
240922,3632,KLAX,12894,150,CON,1,0,7L,33.935556,-118.422089,119,83,830,25R,33.939881,-118.379794,94,263,950
240921,3632,KLAX,11095,200,CON,1,0,7R,33.933659,-118.419074,118,83,,25L,33.937371,-118.3827,95,263,
243692,3643,KLGA,7002,150,ASP,1,0,04,40.76919937,-73.88410187,22,32,,22,40.78540039,-73.87069702,13,212,
243693,3643,KLGA,7002,150,ASP,1,0,13,40.78229904,-73.87850189,13,122,,31,40.77209854,-73.85710144,8,302,
333613,3643,KLGA,60,60,ASP,0,1,H1,,,,,,H1,,,,,
242235,3644,KLGB,6192,150,ASP,1,0,08L,33.822766,-118.163532,52,90,1305,26R,33.822704,-118.143164,39,270,532
242234,3644,KLGB,3918,100,ASP,1,0,08R,33.813904,-118.161311,50,90,,26L,33.813908,-118.148445,29,270,
242236,3644,KLGB,10000,200,ASP,1,0,12,33.826209,-118.161553,52,135,1350,30,33.80687,-118.13816,30,315,2000
242238,3644,KLGB,4267,75,ASP,0,1,16L,33.823001861572266,-118.14800262451172,40,180.2,415,34R,33.81129837036133,-118.14800262451172,33,0.2,292
242237,3644,KLGB,4470,75,ASP,1,1,16R,33.82490158081055,-118.15599822998047,50,179.9,310,34L,33.812599182128906,-118.15599822998047,41,359.9,
240448,3668,KMCI,10801,150,CON,1,0,01L,39.29330062866211,-94.72930145263672,1011,12.9,,19R,39.322200775146484,-94.7208023071289,977,192.9,
240447,3668,KMCI,9500,150,CON,1,0,01R,39.28150177001953,-94.70899963378906,1016,12.9,,19L,39.30690002441406,-94.70149993896484,978,192.9,
240449,3668,KMCI,9501,150,ASP,1,0,09,39.29090118,-94.72660065,1014,96.1,,27,39.2881012,-94.69319916,1026,276.1,
245952,3670,KMCO,9001,150,ASP,1,0,17L,28.44370079,-81.2826004,90,179.5,,35R,28.41889954,-81.28230286,90,359.5,
245951,3670,KMCO,10000,150,CON,1,0,17R,28.43560028076172,-81.2958984375,90,179,,35L,28.408100128173828,-81.29560089111328,87,359,
245954,3670,KMCO,12005,200,PEM,1,0,18L,28.448299407958984,-81.32230377197266,93,179,,36R,28.415300369262695,-81.3219985961914,91,359,
245953,3670,KMCO,12004,200,CON,1,0,18R,28.448299407958984,-81.3270034790039,93,179,,36L,28.415300369262695,-81.32659912109375,91,359,
244434,3673,KMDW,5507,150,ASP,1,0,04L,41.78139877319336,-87.76119995117188,617,43,758,22R,41.792301177978516,-87.74729919433594,606,223,878
244433,3673,KMDW,6445,150,PEM,1,0,04R,41.77920151,-87.75930023,619,43,518,22L,41.79199982,-87.74310303,606,223,
244435,3673,KMDW,6522,150,CON,1,0,13L,41.791599,-87.761101,608,134,463,31R,41.779202,-87.743698,612,314,696
244437,3673,KMDW,5141,150,ASP,1,1,13LC,41.792301,-87.757896,606,134,752,31RC,41.7826,-87.744301,608,314,
244436,3673,KMDW,3859,60,CON,1,0,13R,41.78810119628906,-87.75879669189453,607,134,,31L,41.780799865722656,-87.74859619140625,613,314,
240800,3675,KMEM,8946,150,ASP,1,0,09,35.05860137939453,-89.98570251464844,253,92,,27,35.05780029296875,-89.95590209960938,292,272,
240801,3675,KMEM,11120,150,CON,1,0,18C,35.05459976196289,-89.9761962890625,271,179,,36C,35.02410125732422,-89.97550201416016,341,359,
240803,3675,KMEM,9000,150,CON,1,0,18L,35.04880142211914,-89.9729995727539,278,179,,36R,35.02410125732422,-89.97239685058594,335,359,
240802,3675,KMEM,9320,150,CON,1,0,18R,35.04949951171875,-89.98739624023438,288,179,,36L,35.02389907836914,-89.98690032958984,321,359,
242150,3685,KMIA,8600,150,ASP,1,0,08L,25.802900314331055,-80.30149841308594,8,87.4,,26R,25.804000854492188,-80.27539825439453,8,267.4,
242149,3685,KMIA,10506,200,ASP,1,0,08R,25.80069923400879,-80.30139923095703,8,87,,26L,25.802000045776367,-80.26950073242188,8,267,
242151,3685,KMIA,13016,150,ASP,1,0,09,25.7861,-80.314796,7,87,1350,27,25.787701,-80.275398,8,267,267
242152,3685,KMIA,9360,150,ASP,1,0,12,25.799299,-80.3023,8,119,950,30,25.7866,-80.277496,8,299,
243985,3690,KMKE,9990,200,PEM,1,0,01L,42.93130112,-87.89749908,704,7,,19R,42.95769882,-87.89299774,671,187,
243984,3690,KMKE,4182,150,ASP,1,0,01R,42.93939972,-87.89240265,677,7.2,,19L,42.95080185,-87.89040375,670,187.2,
243987,3690,KMKE,4797,100,ASP,1,0,07L,42.95270157,-87.90529633,672,71,,25R,42.95690155,-87.88829803,674,251,
243986,3690,KMKE,8300,150,PEM,1,0,07R,42.9394989,-87.915802,723,72,,25L,42.94649887,-87.88739777,670,252,
243988,3690,KMKE,5537,150,ASP,1,0,13,42.95809937,-87.90339661,670,132,741,31,42.94729996,-87.8871994,669,312,
245737,3709,KMSP,11006,150,CON,1,0,04,44.87229919433594,-93.23829650878906,832,45,1550,22,44.89360046386719,-93.20829772949219,827,225,988
245739,3709,KMSP,8200,150,PEM,1,0,12L,44.89289856,-93.22100067,838,121.3,,30R,44.88130188,-93.19400024,819,301.3,
245738,3709,KMSP,10000,200,PEM,1,0,12R,44.88779830932617,-93.23410034179688,841,121.3,,30L,44.87350082397461,-93.20120239257812,813,301.3,
245740,3709,KMSP,8000,150,CON,1,0,17,44.88779830932617,-93.24220275878906,840,169.5,,35,44.8661994934082,-93.23660278320312,833,349.5,
245800,3711,KMSY,7002,150,ASP,1,0,02,29.98450089,-90.25140381,3,15,,20,30.00309944,-90.24549866,,195,
245801,3711,KMSY,3570,150,ASP,1,1,06,29.99180030822754,-90.2572021484375,2,60.4,,24,29.996700286865234,-90.24749755859375,1,240.4,
245802,3711,KMSY,10104,150,PEM,1,0,11,29.996599197387695,-90.28170013427734,4,106,,29,29.989200592041016,-90.2509994506836,2,286,304
241262,3717,KMYR,9503,150,ASP,1,0,18,33.692501068115234,-78.93150329589844,22,168,,36,33.66699981689453,-78.92510223388672,21,348,
240401,3744,KOAK,5457,150,ASP,1,0,10L,37.73049927,-122.2220001,6,112.2,,28R,37.72480011,-122.2050018,6,292.2,
240400,3744,KOAK,6213,150,ASP,1,0,10R,37.72869873046875,-122.22599792480469,8,112,,28L,37.7223014831543,-122.20600128173828,8,292,
240402,3744,KOAK,10520,150,ASP,1,0,12,37.71910095,-122.2409973,8,130,,30,37.70149994,-122.2139969,9,310,
240403,3744,KOAK,3376,75,ASP,1,0,15,37.740299224853516,-122.2229995727539,2,165,,33,37.73139953613281,-122.22000122070312,4,345,
245813,3747,KOKC,7800,150,PEM,1,0,13,35.404598236083984,-97.61589813232422,1279,135.1,,31,35.389400482177734,-97.59739685058594,1286,315.1,
245815,3747,KOKC,9802,150,CON,1,0,17L,35.40520095825195,-97.58889770507812,1286,180,,35R,35.37820053100586,-97.58889770507812,1283,360,
245814,3747,KOKC,9801,150,CON,1,0,17R,35.40589905,-97.60569763,1282,180,,35L,35.37900162,-97.60569763,1263,360,
245816,3747,KOKC,3079,75,ASP,1,0,18,35.39350128173828,-97.60769653320312,1275,180,,36,35.385398864746094,-97.60769653320312,1271,360,
240420,3751,KOMA,8500,150,CON,1,0,14L,41.313499450683594,-95.90039825439453,982,144.4,,32R,41.29460144042969,-95.88240051269531,981,324.4,
240419,3751,KOMA,9502,150,PEM,1,0,14R,41.31380081176758,-95.90609741210938,983,144.4,,32L,41.292598724365234,-95.88590240478516,980,324.4,
240421,3751,KOMA,8154,150,PEM,1,0,18,41.31340027,-95.89450073,981,180,140,36,41.29100037,-95.89459991,978,360,
244218,3752,KONT,12197,150,CON,1,0,08L,34.05690002,-117.6230011,943,90,998,26R,34.05690002,-117.5830002,930,270,
